easting,northing,id,name1,name2,latitude,longitude,country_code,state_fips,county,admin3,admin4,population,elevation_meters,dem,timezone
-9376279.296,4839626.78,4524642,Shiloh,Shiloh,39.81867,-84.22855,US,OH,113,,,11272,248,250,America/New_York
-9395420.683,4749332.011,4524753,Silverton,Silverton,39.19284,-84.4005,US,OH,61,,,4788,259,260,America/New_York
-9387287.681,4760829.257,4524804,Sixteen Mile Stand,Sixteen Mile Stand,39.27284,-84.32744,US,OH,61,,,2928,245,246,America/New_York
-9413943.133,4754479.72,4524817,Skyline Acres,Skyline Acres,39.22867,-84.56689,US,OH,61,,,1717,252,256,America/New_York
-9161270.153,4837937.003,4524993,Somerset,Somerset,39.80701,-82.29709,US,OH,127,,,1481,330,330,America/New_York
-9238053.885,4825104.921,4525028,South Bloomfield,South Bloomfield,39.7184,-82.98685,US,OH,129,,,1744,212,211,America/New_York
-9310135.481,4840593.531,4525041,South Charleston,South Charleston,39.82534,-83.63437,US,OH,23,,,1693,343,347,America/New_York
-9374578.334,4774938.488,4525084,South Lebanon,South Lebanon,39.37089,-84.21327,US,OH,165,,,4115,190,191,America/New_York
-9193461.523,4638624.759,4525103,South Point,South Point,38.41786,-82.58627,US,OH,87,,,3958,172,168,America/New_York
-9128893.992,4851309.445,4525137,South Zanesville,South Zanesville,39.89923,-82.00625,US,OH,119,,,1989,225,221,America/New_York
-9376804.724,4801092.545,4525304,Springboro,Springboro,39.55228,-84.23327,US,OH,165,,,17409,236,239,America/New_York
-9404851.67,4762865.636,4525310,Springdale,Springdale,39.287,-84.48522,US,OH,61,,,11223,225,226,America/New_York
-9329555.166,4854937.691,4525353,Springfield,Springfield,39.92423,-83.80882,US,OH,23,,,60608,298,305,America/New_York
-9382927.296,4736691.541,4525829,Summerside,Summerside,39.10478,-84.28827,US,OH,25,,,5083,268,268,America/New_York
-9385030.121,4744505.636,4526172,Terrace Park,Terrace Park,39.15923,-84.30716,US,OH,61,,,2251,171,176,America/New_York
-9142933.606,4774660.574,4526215,The Plains,The Plains,39.36896,-82.13237,US,OH,9,,,3080,218,218,America/New_York
-9388148.18,4747414.684,4526225,The Village of Indian Hill,The Village of Indian Hill,39.17949,-84.33517,US,OH,61,,,5785,171,250,America/New_York
-9173949.443,4853325.135,4526284,Thornport,Thornport,39.91312,-82.41099,US,OH,127,,,1004,274,270,America/New_York
-9370001.99,4859897.469,4526365,Tipp City,Tipp City,39.95839,-84.17216,US,OH,109,,,9689,252,252,America/New_York
-9401790.384,4790790.907,4526469,Trenton,Trenton,39.48089,-84.45772,US,OH,17,,,11869,198,198,America/New_York
-9385494.324,4836527.143,4526576,Trotwood,Trotwood,39.79728,-84.31133,US,OH,113,,,24431,256,255,America/New_York
-9384937.726,4851106.302,4526790,Union,Union,39.89783,-84.30633,US,OH,113,,,6419,281,282,America/New_York
-9246465.185,4865144.52,4526993,Upper Arlington,Upper Arlington,39.99451,-83.06241,US,OH,49,,,33771,247,249,America/New_York
-9372970.881,4850058.733,4527124,Vandalia,Vandalia,39.89061,-84.19883,US,OH,113,,,15246,303,304,America/New_York
-9288395.898,4798807.349,4527660,Washington Court House,Washington Court House,39.53645,-83.43908,US,OH,47,,,14192,297,300,America/New_York
-9237899.15,4739840.849,4527760,Waverly,Waverly,39.12673,-82.98546,US,OH,131,,,4582,181,178,America/New_York
-9360477.495,4797844.633,4527805,Waynesville,Waynesville,39.52978,-84.0866,US,OH,165,,,2834,229,229,America/New_York
-9187524.854,4739364.444,4527879,Wellston,Wellston,39.12341,-82.53294,US,OH,79,,,5663,226,225,America/New_York
-9410078.12,4828882.885,4527941,West Alexandria,West Alexandria,39.7445,-84.53217,US,OH,135,,,1340,271,274,America/New_York
-9378907.549,4818432.563,4527963,West Carrollton City,West Carrollton City,39.67228,-84.25216,US,OH,113,,,13297,214,219,America/New_York
-9269440.415,4857921.101,4528015,West Jefferson,West Jefferson,39.94478,-83.2688,US,OH,97,,,4222,277,279,America/New_York
-9387350.02,4860501.639,4528036,West Milton,West Milton,39.96255,-84.328,US,OH,109,,,4630,276,275,America/New_York
-9242752.68,4687124.722,4528051,West Portsmouth,West Portsmouth,38.75841,-83.02906,US,OH,145,,,3149,188,189,America/New_York
-9300208.009,4692280.919,4528071,West Union,West Union,38.79452,-83.54519,US,OH,1,,,3241,290,288,America/New_York
-9392853.655,4773898.867,4528187,Wetherington,Wetherington,39.36367,-84.37744,US,OH,17,,,1302,262,261,America/New_York
-9223426.503,4683119.797,4528203,Wheelersburg,Wheelersburg,38.73035,-82.85545,US,OH,145,,,6437,169,168,America/New_York
-9417561.016,4752243.887,4528259,White Oak,White Oak,39.21311,-84.59939,US,OH,61,,,19167,279,280,America/New_York
-9226767.201,4861108.751,4528291,Whitehall,Whitehall,39.96673,-82.88546,US,OH,49,,,18062,242,242,America/New_York
-9337223.966,4824782.195,4528348,Wilberforce,Wilberforce,39.71617,-83.87771,US,OH,57,,,2271,307,309,America/New_York
-9356736.046,4729442.534,4528414,Williamsburg,Williamsburg,39.05423,-84.05299,US,OH,25,,,2490,248,249,America/New_York
-9252927.282,4805947.611,4528434,Williamsport,Williamsport,39.5859,-83.12046,US,OH,129,,,1023,231,229,America/New_York
-9331750.387,4785664.956,4528463,Wilmington,Wilmington,39.44534,-83.82854,US,OH,27,,,12520,310,311,America/New_York
-9311958.894,4713329.76,4528527,Winchester,Winchester,38.94174,-83.65075,US,OH,1,,,1051,296,296,America/New_York
-9382927.296,4730596.579,4528596,Withamsville,Withamsville,39.06228,-84.28827,US,OH,25,,,7021,268,266,America/New_York
-9403181.878,4757832.962,4528695,Woodlawn,Woodlawn,39.252,-84.47022,US,OH,61,,,3294,178,180,America/New_York
-9029722.797,4831499.348,4528724,Woodsfield,Woodsfield,39.76257,-81.11538,US,OH,111,,,2384,367,367,America/New_York
-9402687.619,4754838.994,4528793,Wyoming,Wyoming,39.23117,-84.46578,US,OH,61,,,8428,175,179,America/New_York
-9343005.9,4820240.546,4528810,Xenia,Xenia,39.68478,-83.92965,US,OH,57,,,25719,284,285,America/New_York
-9338243.653,4837855.855,4528866,Yellow Springs,Yellow Springs,39.80645,-83.88687,US,OH,57,,,3487,295,298,America/New_York
-9129666.549,4857277.886,4528923,Zanesville,Zanesville,39.94035,-82.01319,US,OH,119,,,25487,206,207,America/New_York
-10762183.58,4133282.73,4529096,Ada,Ada,34.77453,-96.67834,US,OK,123,,,16810,308,314,America/Chicago
-10571235.03,4396496.692,4529143,Afton,Afton,36.69369,-94.96302,US,OK,115,,,1049,240,242,America/Chicago
-11057808.07,4114812.551,4529292,Altus,Altus,34.63813,-99.33398,US,OK,65,,,19813,426,430,America/Chicago
-10983580.24,4411959.654,4529308,Alva,Alva,36.80499,-98.66718,US,OK,151,,,4945,411,419,America/Chicago
-10936434.2,4173746.135,4529353,Anadarko,Anadarko,35.07256,-98.24366,US,OK,15,,,6762,360,365,America/Chicago
-10644397.54,4059890.293,4529418,Antlers,Antlers,34.23121,-95.62025,US,OK,127,,,2453,156,161,America/Chicago
-10950040.79,4149442.051,4529424,Apache,Apache,34.89368,-98.36589,US,OK,15,,,1444,394,396,America/Chicago
-11016681.09,4242685.844,4529448,Arapaho,Arapaho,35.57783,-98.96453,US,OK,39,,,796,504,509,America/Chicago
-10813979.43,4052224.957,4529469,Ardmore,Ardmore,34.17426,-97.14363,US,OK,19,,,24283,266,267,America/Chicago
-10512355.93,4212166.704,4529480,Arkoma,Arkoma,35.35454,-94.4341,US,OK,79,,,1989,158,160,America/Chicago
-11106884.38,4319218.612,4529499,Arnett,Arnett,36.13504,-99.77484,US,OK,45,,,524,746,755,America/Chicago
-10700956.75,4080741.468,4529604,Atoka,Atoka,34.38593,-96.12833,US,OK,5,,,3107,176,178,America/Chicago
-10704668.14,4378232.591,4529973,Barnsdall,Barnsdall,36.56202,-96.16167,US,OK,113,,,1243,226,230,America/Chicago
-10684536.01,4403943.344,4529987,Bartlesville,Bartlesville,36.74731,-95.98082,US,OK,147,,,35750,214,217,America/Chicago
-10694493.54,4265261.086,4530265,Beggs,Beggs,35.7426,-96.07027,US,OK,111,,,1321,225,230,America/Chicago
-10868373.47,4234591.634,4530372,Bethany,Bethany,35.51867,-97.63226,US,OK,109,,,19051,399,404,America/Chicago
-10800838.16,4205909.049,4530396,Bethel Acres,Bethel Acres,35.30868,-97.02558,US,OK,125,,,2895,343,348,America/Chicago
-10673682.36,4292649.093,4530801,Bixby,Bixby,35.94204,-95.88332,US,OK,143,,,20884,183,186,America/Chicago
-10829473.99,4411888.748,4530866,Blackwell,Blackwell,36.80448,-97.28282,US,OK,71,,,7092,309,316,America/Chicago
-10871248.85,4182628.863,4530883,Blanchard,Blanchard,35.13784,-97.65809,US,OK,87,,,7670,387,391,America/Chicago
-10740507.45,4231137.404,4531160,Boley,Boley,35.49341,-96.48362,US,OK,107,,,1184,272,274,America/Chicago
-10888997.63,4114776.02,4531300,Bray,Bray,34.63786,-97.81753,US,OK,137,,,1209,384,386,America/Chicago
-10730210.4,4277341.278,4531370,Bristow,Bristow,35.83063,-96.39112,US,OK,37,,,4222,247,251,America/Chicago
-10663385.31,4307861.467,4531405,Broken Arrow,Broken Arrow,36.0526,-95.79082,US,OK,143,,,98850,230,234,America/Chicago
-10546308.37,4032734.293,4531414,Broken Bow,Broken Bow,34.02928,-94.7391,US,OK,89,,,4120,143,146,America/Chicago
-11090805.4,4416214.863,4531627,Buffalo,Buffalo,36.83559,-99.6304,US,OK,59,,,1299,553,561,America/Chicago
-11039593.98,4211402.387,4531760,Burns Flat,Burns Flat,35.34894,-99.17036,US,OK,149,,,2057,578,582,America/Chicago
-10630359.04,4364307.52,4531785,Bushyhead,Bushyhead,36.46148,-95.49414,US,OK,131,,,1314,233,236,America/Chicago
-10760762.03,4145034.74,4531846,Byng,Byng,34.8612,-96.66557,US,OK,123,,,1175,297,299,America/Chicago
-10979293.32,4113647.675,4531875,Cache,Cache,34.62952,-98.62867,US,OK,31,,,2796,387,392,America/Chicago
-10734382.65,4020015.731,4531980,Calera,Calera,33.93454,-96.4286,US,OK,13,,,2164,217,220,America/Chicago
-10976510.33,4177978.423,4532357,Carnegie,Carnegie,35.10367,-98.60367,US,OK,15,,,1723,399,408,America/Chicago
-10658375.93,4326657.362,4532493,Catoosa,Catoosa,36.18899,-95.74582,US,OK,131,,,7151,190,193,America/Chicago
-10919302.14,4112783.229,4532776,Central High,Central High,34.62313,-98.08976,US,OK,137,,,1199,360,362,America/Chicago
-10784728,4259657.115,4532846,Chandler,Chandler,35.70173,-96.88086,US,OK,81,,,3100,287,289,America/Chicago
-10633576.17,4227950.795,4532917,Checotah,Checotah,35.4701,-95.52304,US,OK,91,,,3335,199,201,America/Chicago
-10623493.97,4374578.522,4532918,Chelsea,Chelsea,36.53565,-95.43247,US,OK,131,,,1964,220,222,America/Chicago
-10949022.21,4404938.106,4532929,Cherokee,Cherokee,36.75447,-98.35674,US,OK,3,,,1498,360,368,America/Chicago
-11095379.51,4247629.316,4533006,Cheyenne,Cheyenne,35.61394,-99.67149,US,OK,129,,,801,601,603,America/Chicago
-10902233.52,4171027.494,4533029,Chickasha,Chickasha,35.05257,-97.93643,US,OK,51,,,16036,333,337,America/Chicago
-10827926.64,4231704.83,4533130,Choctaw,Choctaw,35.49756,-97.26892,US,OK,109,,,11146,350,353,America/Chicago
-10613536.44,4326235.305,4533166,Chouteau,Chouteau,36.18593,-95.34302,US,OK,97,,,2097,191,193,America/Chicago
-10643934.45,4343720.341,4533580,Claremore,Claremore,36.3126,-95.61609,US,OK,131,,,18581,182,187,America/Chicago
-10572131.15,4380581.997,4533683,Cleora,Cleora,36.57897,-94.97107,US,OK,41,,,1463,243,244,America/Chicago
-10738528.19,4343405.368,4533688,Cleveland,Cleveland,36.31032,-96.46584,US,OK,117,,,3251,237,234,America/Chicago
-11016990.55,4234173.13,4533738,Clinton,Clinton,35.51561,-98.96731,US,OK,39,,,9033,477,482,America/Chicago
-10742608.05,4009102.003,4533854,Colbert,Colbert,33.85316,-96.50249,US,OK,13,,,1140,202,205,America/Chicago
-10668735.32,4350898.147,4533909,Collinsville,Collinsville,36.36454,-95.83888,US,OK,143,,,5606,195,198,America/Chicago
-10905293.69,4078453.94,4533928,Comanche,Comanche,34.36897,-97.96392,US,OK,137,,,1663,301,304,America/Chicago
-10561215.16,4429827.667,4533952,Commerce,Commerce,36.9334,-94.87301,US,OK,115,,,2473,247,249,America/Chicago
-10556236.96,4391252.99,4534096,Copeland,Copeland,36.65591,-94.82829,US,OK,41,,,1629,241,242,America/Chicago
-11019339.4,4203444.349,4534117,Cordell,Cordell,35.29061,-98.98841,US,OK,149,,,2892,475,481,America/Chicago
-10647799.46,4293987.026,4534386,Coweta,Coweta,35.95177,-95.65081,US,OK,145,,,9943,201,205,America/Chicago
-10864200.1,4294092.913,4534452,Crescent,Crescent,35.95254,-97.59477,US,OK,83,,,1411,348,348,America/Chicago
-10772049.83,4298565.846,4534659,Cushing,Cushing,35.98506,-96.76697,US,OK,119,,,7826,285,289,America/Chicago
-10931640.79,4149819.359,4534687,Cyril,Cyril,34.89646,-98.2006,US,OK,15,,,1059,416,418,America/Chicago
-10811288.83,4096750.95,4534774,Davis,Davis,34.50453,-97.11946,US,OK,99,,,2683,258,263,America/Chicago
-10847068.03,4224111.959,4534934,Del City,Del City,35.44201,-97.44087,US,OK,109,,,21332,366,372,America/Chicago
-10679495.46,4410698.715,4535051,Dewey,Dewey,36.79592,-95.93554,US,OK,147,,,3432,214,217,America/Chicago
-10796260.7,4053982.344,4535089,Dickson,Dickson,34.18732,-96.98446,US,OK,19,,,1207,250,254,America/Chicago
-10753588.6,4299025.347,4535287,Drumright,Drumright,35.9884,-96.60113,US,OK,37,,,2907,259,263,America/Chicago
-10904613.53,4096449.719,4535389,Duncan,Duncan,34.5023,-97.95781,US,OK,137,,,23431,342,348,America/Chicago
-10727950.61,4027995.059,4535414,Durant,Durant,33.99399,-96.37082,US,OK,13,,,15856,194,199,America/Chicago
-10851212.46,4252955.866,4535740,Edmond,Edmond,35.65283,-97.4781,US,OK,109,,,81405,367,372,America/Chicago
-10904306.29,4236451.843,4535783,El Reno,El Reno,35.53227,-97.95505,US,OK,17,,,16749,414,420,America/Chicago
-10941845.45,4134071.505,4535806,Elgin,Elgin,34.78035,-98.29227,US,OK,31,,,2156,394,398,America/Chicago
-11065631.61,4220010.846,4535823,Elk City,Elk City,35.41199,-99.40426,US,OK,9,,,11693,585,590,America/Chicago
-10895772.53,4355191.365,4535961,Enid,Enid,36.39559,-97.87839,US,OK,47,,,49379,378,388,America/Chicago
-11117086.81,4193182.27,4535992,Erick,Erick,35.21533,-99.86649,US,OK,9,,,1052,629,633,America/Chicago
-10640195.23,4202982.023,4536031,Eufaula,Eufaula,35.28722,-95.5825,US,OK,91,,,2813,188,192,America/Chicago
-10765062.3,4379845.933,4536099,Fairfax,Fairfax,36.57366,-96.7042,US,OK,113,,,1380,260,262,America/Chicago
-10558370.95,4404481.005,4536109,Fairland,Fairland,36.75118,-94.84746,US,OK,115,,,1057,254,257,America/Chicago
-10962721.19,4337687.721,4536124,Fairview,Fairview,36.26892,-98.4798,US,OK,93,,,2579,397,404,America/Chicago
-10936496.54,4139869.763,4536996,Fletcher,Fletcher,34.82312,-98.24422,US,OK,31,,,1177,422,422,America/Chicago
-10603239.38,4272807.064,4537123,Fort Gibson,Fort Gibson,35.7976,-95.25052,US,OK,101,,,4154,172,173,America/Chicago
-11022678.98,4081564.336,4537289,Frederick,Frederick,34.39203,-99.01841,US,OK,141,,,3940,398,402,America/Chicago
-10944630.66,4249987.525,4537530,Geary,Geary,35.63116,-98.31729,US,OK,11,,,1280,472,474,America/Chicago
-10951957.71,4093598.552,4537560,Geronimo,Geronimo,34.48119,-98.38311,US,OK,31,,,1268,338,339,America/Chicago
-10687659.63,4294482.089,4537641,Glenpool,Glenpool,35.95537,-96.00888,US,OK,143,,,10808,215,219,America/Chicago
-10851087.78,4183083.532,4537728,Goldsby,Goldsby,35.14118,-97.47698,US,OK,87,,,1801,352,354,America/Chicago
-10985509.4,4059514.645,4537884,Grandfield,Grandfield,34.22842,-98.68451,US,OK,141,,,1038,345,350,America/Chicago
-11063002.24,4158756.327,4537904,Granite,Granite,34.96228,-99.38064,US,OK,55,,,2065,491,497,America/Chicago
-10549650.18,4382622.726,4538126,Grove,Grove,36.59369,-94.76912,US,OK,41,,,6623,236,240,America/Chicago
-10845337.01,4283976.463,4538142,Guthrie,Guthrie,35.87894,-97.42532,US,OK,83,,,10191,299,307,America/Chicago
-10843233.07,4196136.685,4538234,Hall Park,Hall Park,35.23701,-97.40642,US,OK,27,,,1095,361,366,America/Chicago
-10816206.93,4230604.188,4538346,Harrah,Harrah,35.48951,-97.16364,US,OK,109,,,5095,337,340,America/Chicago
-10637410.02,4142850.726,4538400,Hartshorne,Hartshorne,34.8451,-95.55748,US,OK,121,,,2125,214,220,America/Chicago
-10650397.66,4275934.001,4538428,Haskell,Haskell,35.82038,-95.67415,US,OK,101,,,2007,175,179,America/Chicago
-10852292.25,4060151.504,4538506,Healdton,Healdton,34.23315,-97.4878,US,OK,19,,,2788,294,299,America/Chicago
-10530910.66,4148843.542,4538519,Heavener,Heavener,34.88927,-94.60078,US,OK,79,,,3414,169,174,America/Chicago
-10939374.15,4376031.963,4538544,Helena,Helena,36.54614,-98.27007,US,OK,3,,,1403,430,436,America/Chicago
-10898030.09,4315657.546,4538562,Hennessey,Hennessey,36.1092,-97.89867,US,OK,73,,,2131,354,360,America/Chicago
-10684660.69,4223814.092,4538577,Henryetta,Henryetta,35.43983,-95.98194,US,OK,111,,,5927,209,211,America/Chicago
-10948897.54,4228133.955,4538801,Hinton,Hinton,35.47144,-98.35562,US,OK,15,,,3196,512,516,America/Chicago
-11030996.77,4167890.799,4538821,Hobart,Hobart,35.0295,-99.09313,US,OK,75,,,3756,473,477,America/Chicago
-10731107.63,4174807.117,4538869,Holdenville,Holdenville,35.08036,-96.39918,US,OK,63,,,5771,264,267,America/Chicago
-11122158.53,4121614.809,4538890,Hollis,Hollis,34.68839,-99.91205,US,OK,57,,,2060,496,501,America/Chicago
-10730675.71,4357770.885,4538955,Hominy,Hominy,36.41424,-96.3953,US,OK,113,,,3565,240,244,America/Chicago
-10632088.94,4030233.494,4539145,Hugo,Hugo,34.01066,-95.50968,US,OK,23,,,5310,166,169,America/Chicago
-10556018.77,4014800.303,4539224,Idabel,Idabel,33.89566,-94.82633,US,OK,89,,,7010,144,150,America/Chicago
-10632060,4321447.632,4539351,Inola,Inola,36.15121,-95.50942,US,OK,131,,,1788,183,188,America/Chicago
-10552742.64,4358732.312,4539557,Jay,Jay,36.42119,-94.7969,US,OK,41,,,2448,318,318,America/Chicago
-10683145.63,4303768.705,4539615,Jenks,Jenks,36.02287,-95.96833,US,OK,143,,,16924,188,191,America/Chicago
-10829937.07,4241051.745,4539726,Jones,Jones,35.56589,-97.28698,US,OK,109,,,2692,340,344,America/Chicago
-10638429.7,4340995.024,4539775,Justice,Justice,36.29287,-95.56664,US,OK,131,,,1324,207,208,America/Chicago
-10710450.07,4292877.342,4540109,Kellyville,Kellyville,35.9437,-96.21361,US,OK,37,,,1150,239,245,America/Chicago
-10573769.78,4343986.971,4540155,Kenwood,Kenwood,36.31453,-94.98579,US,OK,41,,,1224,231,233,America/Chicago
-10693938.05,4293031.343,4540261,Kiefer,Kiefer,35.94482,-96.06528,US,OK,37,,,1685,213,216,America/Chicago
-10901709.2,4281571.067,4540313,Kingfisher,Kingfisher,35.86143,-97.93172,US,OK,73,,,4633,321,327,America/Chicago
-10766789.98,4028628.812,4540329,Kingston,Kingston,33.99871,-96.71972,US,OK,95,,,1601,247,246,America/Chicago
-10770472.43,4158382.792,4540403,Konawa,Konawa,34.95953,-96.7528,US,OK,133,,,1298,294,299,America/Chicago
-10655036.34,4154083.28,4540422,Krebs,Krebs,34.92787,-95.71582,US,OK,121,,,2053,200,206,America/Chicago
-10826411.59,4293062.969,4540677,Langston,Langston,35.94505,-97.25531,US,OK,83,,,1724,292,297,America/Chicago
-11120089.1,4398726.532,4540713,Laverne,Laverne,36.70975,-99.89346,US,OK,59,,,1344,643,651,America/Chicago
-10952761.43,4110830.015,4540737,Lawton,Lawton,34.60869,-98.39033,US,OK,31,,,96867,339,342,America/Chicago
-10835347.2,4165891.228,4540932,Lexington,Lexington,35.01479,-97.33558,US,OK,27,,,2152,315,319,America/Chicago
-10865063.94,4141453.725,4541116,Lindsay,Lindsay,34.8348,-97.60253,US,OK,49,,,2840,296,302,America/Chicago
-10594024.36,4328188.491,4541597,Locust Grove,Locust Grove,36.20009,-95.16774,US,OK,97,,,1423,206,207,America/Chicago
-10827244.26,4052374.31,4541625,Lone Grove,Lone Grove,34.17537,-97.26279,US,OK,19,,,5054,289,295,America/Chicago
-10632431.81,4197277.507,4541748,Longtown,Longtown,35.24538,-95.51276,US,OK,121,,,2739,187,193,America/Chicago
-10819763.59,4254175.215,4541984,Luther,Luther,35.66173,-97.19559,US,OK,109,,,1221,279,286,America/Chicago
-10772573.03,4040944.318,4542052,Madill,Madill,34.09038,-96.77167,US,OK,95,,,3770,240,244,America/Chicago
-11076763.55,4146500.032,4542100,Mangum,Mangum,34.872,-99.50426,US,OK,55,,,3010,487,492,America/Chicago
-10726129.42,4318993.944,4542113,Mannford,Mannford,36.13341,-96.35446,US,OK,37,,,3076,221,229,America/Chicago
-10810979.37,4020351.166,4542164,Marietta,Marietta,33.93704,-97.11668,US,OK,85,,,2626,258,262,America/Chicago
-10904644.7,4116165.636,4542179,Marlow,Marlow,34.64813,-97.95809,US,OK,137,,,4662,400,403,America/Chicago
-10904397.57,4108351.113,4542180,Marlow,Marlow,34.59036,-97.95587,US,OK,137,,,4420,390,393,America/Chicago
-10773038.34,4181610.689,4542267,Maud,Maud,35.13036,-96.77585,US,OK,133,,,1048,295,299,America/Chicago
-10843170.74,4139080.578,4542312,Maysville,Maysville,34.8173,-97.40586,US,OK,49,,,1232,286,291,America/Chicago
-10661035.35,4154838.223,4542367,McAlester,McAlester,34.93343,-95.76971,US,OK,121,,,18383,224,225,America/Chicago
-10802443.39,4394383.912,4542404,McCord,McCord,36.67847,-97.04,US,OK,113,,,1440,327,328,America/Chicago
-10808167.43,4223277.132,4542500,McLoud,McLoud,35.4359,-97.09142,US,OK,125,,,4044,333,337,America/Chicago
-10879661.26,4412234.94,4542557,Medford,Medford,36.80697,-97.73366,US,OK,53,,,996,333,338,America/Chicago
-10787170.35,4232503.377,4542564,Meeker,Meeker,35.5034,-96.9028,US,OK,81,,,1144,272,278,America/Chicago
-10906871.09,4086324.657,4542643,Meridian,Meridian,34.42731,-97.97809,US,OK,137,,,1493,333,339,America/Chicago
-10561710.53,4421629.504,4542692,Miami,Miami,36.87451,-94.87746,US,OK,115,,,13570,242,247,America/Chicago
-10842151.05,4225136.793,4542765,Midwest City,Midwest City,35.44951,-97.3967,US,OK,109,,,54371,382,386,America/Chicago
-10903130.75,4206476.54,4542876,Minco,Minco,35.31284,-97.94449,US,OK,51,,,1632,395,399,America/Chicago
-10852169.8,4210115.45,4542975,Moore,Moore,35.33951,-97.4867,US,OK,27,,,55081,382,385,America/Chicago
-11043430.05,4361224.124,4542994,Mooreland,Mooreland,36.4392,-99.20482,US,OK,153,,,1190,577,587,America/Chicago
-10671116.44,4246761.206,4543027,Morris,Morris,35.6076,-95.86027,US,OK,111,,,1479,220,224,America/Chicago
-10693473.85,4283638.494,4543082,Mounds,Mounds,35.87648,-96.06111,US,OK,37,,,1168,225,228,America/Chicago
-10530693.59,4219220.035,4543280,Muldrow,Muldrow,35.4062,-94.59883,US,OK,135,,,3466,154,160,America/Chicago
-10616505.33,4265985.274,4543338,Muskogee,Muskogee,35.74788,-95.36969,US,OK,101,,,39223,184,191,America/Chicago
-10878640.46,4216219.837,4543352,Mustang,Mustang,35.38423,-97.72449,US,OK,17,,,17395,411,416,America/Chicago
-10864755.58,4197537.855,4543622,Newcastle,Newcastle,35.24729,-97.59976,US,OK,87,,,7685,364,372,America/Chicago
-10803931.73,4422706.64,4543627,Newkirk,Newkirk,36.88225,-97.05337,US,OK,71,,,2317,351,357,America/Chicago
-10859097.22,4238999.201,4543652,Nichols Hills,Nichols Hills,35.55089,-97.54893,US,OK,109,,,3710,371,375,America/Chicago
-10833956.82,4230831.143,4543671,Nicoma Park,Nicoma Park,35.49117,-97.32309,US,OK,109,,,2393,370,373,America/Chicago
-10900842.02,4156796.424,4543724,Ninnekah,Ninnekah,34.94785,-97.92393,US,OK,51,,,1002,339,344,America/Chicago
-10841933.98,4182819.44,4543733,Noble,Noble,35.13924,-97.39475,US,OK,27,,,6481,364,367,America/Chicago
-10846913.3,4194168.804,4543762,Norman,Norman,35.22257,-97.43948,US,OK,27,,,110925,357,361,America/Chicago
-10646376.8,4397462.992,4544025,Nowata,Nowata,36.70065,-95.63803,US,OK,105,,,3731,216,218,America/Chicago
-10693844.54,4310997.13,4544174,Oakhurst,Oakhurst,36.07537,-96.06444,US,OK,143,,,2185,232,237,America/Chicago
-10775046.55,4042250.943,4544175,Oakland,Oakland,34.1001,-96.79389,US,OK,95,,,1057,247,251,America/Chicago
-10751640.51,4312256.057,4544252,Oilton,Oilton,36.08451,-96.58363,US,OK,37,,,1013,239,249,America/Chicago
-10906687.41,4262968.143,4544257,Okarche,Okarche,35.72588,-97.97644,US,OK,17,,,1215,379,381,America/Chicago
-10944600.6,4316615.225,4544263,Okeene,Okeene,36.11615,-98.31702,US,OK,11,,,1204,370,376,America/Chicago
-10720624.67,4222824.903,4544272,Okemah,Okemah,35.43259,-96.30501,US,OK,107,,,3223,278,281,America/Chicago
-10855479.33,4227603.618,4544349,Oklahoma City,Oklahoma City,35.46756,-97.51643,US,OK,109,,,579999,366,395,America/Chicago
-10682279.56,4248930.239,4544383,Okmulgee,Okmulgee,35.62344,-95.96055,US,OK,111,,,12321,207,211,America/Chicago
-10654201.45,4362309.024,4547242,Oologah,Oologah,36.44704,-95.70832,US,OK,131,,,1146,199,202,America/Chicago
-10670497.51,4337773.325,4547407,Owasso,Owasso,36.26954,-95.85471,US,OK,143,,,28915,186,188,America/Chicago
-10538888.93,4186642.575,4547504,Panama,Panama,35.16732,-94.67245,US,OK,79,,,1413,138,141,America/Chicago
-10570769.72,4281539.475,4547567,Park Hill,Park Hill,35.8612,-94.95884,US,OK,21,,,3909,228,228,America/Chicago
-10724211.39,4392908.545,4547675,Pawhuska,Pawhuska,36.66784,-96.33723,US,OK,113,,,3584,250,255,America/Chicago
-10776163.08,4347206.383,4547684,Pawnee,Pawnee,36.33783,-96.80392,US,OK,117,,,2196,265,270,America/Chicago
-10822731.36,4128614.915,4547690,Pauls Valley,Pauls Valley,34.74008,-97.22225,US,OK,49,,,6187,266,273,America/Chicago
-10801735.39,4297036.148,4547849,Perkins,Perkins,35.97394,-97.03364,US,OK,119,,,2831,273,278,America/Chicago
-10830061.75,4340528.211,4547861,Perry,Perry,36.28949,-97.2881,US,OK,103,,,5126,308,312,America/Chicago
-10881082.81,4251472.28,4547969,Piedmont,Piedmont,35.642,-97.74643,US,OK,17,,,5720,363,368,America/Chicago
-10811321.12,4199356.369,4548088,Pink,Pink,35.26063,-97.11975,US,OK,125,,,2058,341,343,America/Chicago
-10517242.85,4195346.22,4548233,Pocola,Pocola,35.23121,-94.478,US,OK,79,,,4056,147,152,America/Chicago
-10807518.44,4398341.9,4548267,Ponca City,Ponca City,36.70698,-97.08559,US,OK,71,,,25387,308,315,America/Chicago
-10533446.52,4171182.516,4548363,Poteau,Poteau,35.05371,-94.62356,US,OK,79,,,8520,149,153,America/Chicago
